,Unnamed: 0,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,Unnamed: 10,Unnamed: 11,gender_int,sub_categories_int
24713,24713,9305,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Indian Terrain Men Montez Yellow T-shirt,,,0,0
24714,24714,42518,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Mother Earth Women Purple Kurta,,,1,0
24715,24715,29829,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Basics Men Purple Checked Shirt,,,0,0
24716,24716,19680,Women,Apparel,Topwear,Sweatshirts,Magenta,Summer,2011.0,Casual,United Colors of Benetton Women Solid Magenta Sweatshirt,,,1,0
24717,24717,34598,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Tonga Women Printed Black Dress,,,1,2
24718,24718,30904,Women,Apparel,Bottomwear,Salwar,Mustard,Summer,2012.0,Ethnic,Fabindia Women Mustard Salwar,,,1,1
24719,24719,29015,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,ADIDAS Men Dassler Blue T-shirt,,,0,0
24720,24720,59362,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Vishudh Women White Printed Kurta,,,1,0
24721,24721,15871,Girls,Footwear,Shoes,Casual Shoes,Pink,Winter,2012.0,Casual,Warner Bros Kids Girls TJ Notebook Canvas Pink Casual Shoes,,,3,4
24722,24722,5194,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Superman Men's Superman Inside Navy T-shirt,,,0,0
24723,24723,37741,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Stripes Blue Shirt,,,0,0
24724,24724,21624,Women,Apparel,Innerwear,Bra,Black,Summer,2014.0,Casual,Enamor Women Smooth Black Bra,,,1,5
24725,24725,4046,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Men's Allegra 4M White Navy Blue Black Shoe,,,0,4
24726,24726,45361,Women,Footwear,Shoes,Heels,Brown,Summer,2016.0,Casual,Cobblerz Women Brown Sandals,,,1,4
24727,24727,24356,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,Folklore Women Pink  Kurta,,,1,0
24728,24728,40613,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Span Women Purple Kurta,,,1,0
24729,24729,1534,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Casual,Puma Men Black Leaping Cat T-shirt,,,0,0
24730,24730,32233,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Fabindia Women Printed Pink Kurta,,,1,0
24731,24731,26401,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Turtle Men Check Red Shirt,,,0,0
24732,24732,12634,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Probase Men Printed Maroon Tshirts,,,0,0
24733,24733,42144,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Black Roshe Run Sports Shoes,,,0,4
24734,24734,3263,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Guerrilla Men's Need Money Yellow T-shirt,,,0,0
24735,24735,9759,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Classic Polo Men Navy Blue Polo Tshirts,,,0,0
24736,24736,42978,Men,Apparel,Innerwear,Boxers,Black,Summer,2016.0,Casual,FCUK Black Boxers,,,0,5
24737,24737,50481,Men,Apparel,Innerwear,Briefs,Navy Blue,Winter,2016.0,Casual,Chromozome Men Navy Blue Briefs,,,0,5
24738,24738,23173,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Mark Taylor Men Grey Printed T-shirt,,,0,0
24739,24739,6711,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Locomotive Men's Round Neck Brown T-shirt,,,0,0
24740,24740,31684,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Multicourt White Sports Shoes,,,0,4
24741,24741,3051,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Tantra Men's Time Zone Yellow T-shirt,,,0,0
24742,24742,26633,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men Future Cat M2 White Casual Shoes,,,0,4
24743,24743,12406,Men,Accessories,Socks,Socks,Beige,Summer,2016.0,Formal,Reid & Taylor Men Stripes Beige Socks,,,0,7
24744,24744,17948,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,Puma Men South Africa  Grey Track Pant,,,0,1
24745,24745,30756,Men,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Fabindia Men Green Kurta,,,0,0
24746,24746,2183,Men,Apparel,Topwear,Tshirts,Grey,Spring,2011.0,Casual,Probase Men Grey T-shirt,,,0,0
24747,24747,51761,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Peep Toes,,,1,4
24748,24748,6523,Women,Apparel,Bottomwear,Capris,Black,Summer,2011.0,Sports,Nike Women Strong Poly Black Capri,,,1,1
24749,24749,18900,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Arrow Woman Igor Black Top,,,1,0
24750,24750,47604,Women,Footwear,Shoes,Heels,Multi,Winter,2012.0,Casual,Portia Women Multi Coloured Wedges,,,1,4
24751,24751,17174,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Brown Shirt,,,0,0
24752,24752,53036,Women,Apparel,Saree,Sarees,Blue,Summer,2012.0,Ethnic,FNF Printed Blue Sari,,,1,3
24753,24753,4274,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2011.0,Casual,Rockport Men's Capella Grey Shoe,,,0,4
24754,24754,15623,Women,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Casual,Nike Women AS Squad Fleece FZ Hoody Purple Sweatshirts,,,1,0
24755,24755,21416,Women,Apparel,Topwear,Tops,Pink,Winter,2012.0,Casual,Roxy Women Pink Top,,,1,0
24756,24756,40421,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Tonga Women Black & Beige Top,,,1,0
24757,24757,24164,Women,Apparel,Topwear,Kurtas,Grey,Fall,2011.0,Ethnic,Aurelia Women Grey Kurta,,,1,0
24758,24758,10351,Women,Apparel,Bottomwear,Skirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Check Skirt Grey Skirts,,,1,1
24759,24759,57496,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Formal,Lee Cooper Men Black Shoes,,,0,4
24760,24760,11283,Men,Apparel,Bottomwear,Jeans,Blue,Winter,2016.0,Casual,Wrangler Men Blue Texas Jeans,,,0,1
24761,24761,32001,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Formal,Playboy Men Navy Blue Socks,,,0,7
24762,24762,18558,Women,Footwear,Shoes,Heels,Tan,Winter,2015.0,Casual,Catwalk Women Casual Tan Heels,,,1,4
24763,24763,30332,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Mere Pass Maal Hai Black T-shirt,,,0,0
24764,24764,12062,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011.0,Ethnic,W Women Printed Navy Blue Kurtas,,,1,0
24765,24765,47260,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,FCUK Underwear Men White Brief,,,0,5
24766,24766,17510,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Classic Polo Men Stripes White Polo T-Shirt,,,0,0
24767,24767,9933,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Basics Men Grey Polo T-shirt,,,0,0
24768,24768,15247,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,ADIDAS Originals Men Superstar 11 IS Black Casual Shoes,,,0,4
24769,24769,53452,Women,Footwear,Shoes,Flats,Brown,Winter,2015.0,Casual,Catwalk Women Brown Casual Shoes,,,1,4
24770,24770,14395,Women,Footwear,Shoes,Heels,Pink,Summer,2012.0,Casual,Enroute Women Casual Pink Flats,,,1,4
24771,24771,37117,Men,Apparel,Topwear,Shirts,Blue,Fall,2012.0,Formal,Wills Lifestyle Men Blue Striped Shirt,,,0,0
24772,24772,24500,Women,Apparel,Topwear,Kurtas,Beige,Fall,2011.0,Ethnic,Mother Earth Women Beige Printed Kurta,,,1,0
24773,24773,15075,Men,Apparel,Topwear,Shirts,Beige,Fall,2011.0,Casual,Mother Earth Men Solid Beige Shirts,,,0,0
24774,24774,4422,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Wrangler Men's Blues Printed Polo White T-shirt,,,0,0
24775,24775,15849,Unisex,Footwear,Flip Flops,Flip Flops,Red,Fall,2011.0,Casual,Warner Bros Kids Unisex SD Safari Flop Red Slippers,,,4,8
24776,24776,32657,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Nike Men Race Black T-shirt,,,0,0
24777,24777,24732,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Blue Printed T-shirt,,,0,0
24778,24778,10507,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Flying Machine Women Pink Polo Tshirts,,,1,0
24779,24779,30100,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Flying Machine Men Washed Blue Jeans,,,0,1
24780,24780,13382,Women,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Women Femmes Brown Casual Shoes,,,1,4
24781,24781,26065,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Formal,John Miller Men Check Black Shirt,,,0,0
24782,24782,55597,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Peter England Men Navy Blue Shirt,,,0,0
24783,24783,42520,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Casual,Mother Earth Men Maroon Shirt,,,0,0
24784,24784,3607,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Converse Men's Chuck Taylor Print OX Black Canvas Shoe,,,0,4
24785,24785,17722,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Reid & Taylor Men Stripes Grey Shirt,,,0,0
24786,24786,47052,Women,Apparel,Bottomwear,Salwar,Multi,Summer,2012.0,Ethnic,Shree Women Multi Colored Jodhpuri Salwar,,,1,1
24787,24787,35472,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Sandals,,,1,4
24788,24788,54683,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Shree Women Multicoloured Printed Kurta,,,1,0
24789,24789,13144,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Inc 5 Women Casual Black Heels,,,1,4
24790,24790,43634,Women,Apparel,Dress,Dresses,Beige,Summer,2012.0,Casual,Vero Moda Women Beige Dress,,,1,2
24791,24791,31214,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Lotto Men Atlantica Black Sports Shoes,,,0,4
24792,24792,12096,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,W Women Printed White Kurtas,,,1,0
24793,24793,13978,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Men Wirko White Casual Shoes,,,0,4
24794,24794,22603,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Sports,Nike Men Solid Grey T-shirt,,,0,0
24795,24795,8815,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Spykar Men Ranger Checks Black Shirts,,,0,0
24796,24796,16436,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Levi's Men Printed Grey Tshirts,,,0,0
24797,24797,39845,Girls,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Gini And Jony Girls Striped Green Top,,,3,0
24798,24798,20154,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Tylor Navy Blue Shirt,,,0,0
24799,24799,14361,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Casual Black Heels,,,1,4
24800,24800,38997,Girls,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Gini and Jony Girls Digital Blue Dress,,,3,2
24801,24801,44411,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes,,,0,4
24802,24802,11613,Women,Apparel,Topwear,Kurtas,Blue,Summer,2011.0,Ethnic,W Women Solid Teal Blue Kurtas,,,1,0
24803,24803,41163,Women,Apparel,Bottomwear,Trousers,Khaki,Summer,2012.0,Casual,Allen Solly Woman Khaki Trousers,,,1,1
24804,24804,33543,Women,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Wrangler Women Bella Red Shirt,,,1,0
24805,24805,57006,Women,Footwear,Shoes,Flats,Gold,Winter,2012.0,Ethnic,HM Women Golden Sandals,,,1,4
24806,24806,15081,Women,Apparel,Topwear,Kurtis,Purple,Fall,2011.0,Ethnic,Mother Earth Women Printed Purple Kurtis,,,1,0
24807,24807,36203,Boys,Apparel,Bottomwear,Shorts,Beige,Summer,2012.0,Casual,Gini Jony Boys Beige Shorts,,,2,1
24808,24808,44623,Unisex,Accessories,Headwear,Caps,Orange,Summer,2012.0,Casual,Nike Unisex Orange Daybreak Cap,,,4,6
24809,24809,5504,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Mr.Men Men's Mischief Chilly Pepper T-shirt,,,0,0
24810,24810,20366,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,United Colors of Benetton Men Check Green Tshirt,,,0,0
24811,24811,1998,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,ADIDAS Mens Fitted T-shirt,,,0,0
24812,24812,11421,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Men Light Winter Navy Blue Tshirts,,,0,0
24813,24813,38399,Unisex,Accessories,Headwear,Caps,Navy Blue,Summer,2012.0,Sports,ADIDAS Delhi Daredevils Unisex Navy Blue Match Cap,,,4,6
24814,24814,28937,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,BIBA Women Printed Black Kurta,,,1,0
24815,24815,43406,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Scullers Men Purple Shirt,,,0,0
24816,24816,13376,Women,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,Timberland Women Femmes Blue Casual Shoes,,,1,4
24817,24817,27143,Women,Apparel,Innerwear,Bra,White,Summer,2012.0,Casual,Miss-T White Bra,,,1,5
24818,24818,26091,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Check Blue Shirt,,,0,0
24819,24819,50011,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Sports,Hanes Women White Cotton Stretch Moulded Cup Bra,,,1,5
24820,24820,6381,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Puma Men's Futue Cat Engine White Shoe,,,0,4
24821,24821,35486,Men,Footwear,Shoes,Sports Shoes,White,Winter,2015.0,Casual,Bata Men Tennis White Sports Shoes,,,0,4
24822,24822,16604,Women,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Women Check Black Shirt,,,1,0
24823,24823,5160,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Inkfruit Men's Insignia Navy T-shirt,,,0,0
24824,24824,14537,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Vishudh Women Circle Print Brown Kurtas,,,1,0
24825,24825,11879,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Franco Leone Men Formal Black Formal Shoes,,,0,4
24826,24826,45395,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black & Red Sandals,,,1,4
24827,24827,33315,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Arrow New York Men Navy Blue Polo T-shirt,,,0,0
24828,24828,41735,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Catwalk Women Gold Flats,,,1,4
24829,24829,11045,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Scullers Men Check White Shirts,,,0,0
24830,24830,22869,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Brown Casual Shoes,,,0,4
24831,24831,3297,Men,Footwear,Shoes,Sports Shoes,Silver,Spring,2011.0,Sports,Asics Men's Sport Running Gel-Pulse 2 Silver Red Shoe,,,0,4
24832,24832,31442,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Sports,Nike Men Cricket Grey Jersey,,,0,0
24833,24833,2345,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2010.0,Casual,Reebok Men Graphic Yellow T-shirt,,,0,0
24834,24834,30590,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Sports,Nike Men Club Pique Polo Orange T-shirt,,,0,0
24835,24835,43062,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,Nike Men Charcoal Grey Portugal Football T-shirt,,,0,0
24836,24836,13712,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Proline Mens Solid Black Polo Tshirt,,,0,0
24837,24837,27527,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Scullers Men Check Blue Shirt,,,0,0
24838,24838,7637,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Puma Men's Slogan Blue T-shirt,,,0,0
24839,24839,50475,Men,Apparel,Innerwear,Briefs,Navy Blue,Winter,2016.0,Casual,Chromozome Men Navy Blue Brief,,,0,5
24840,24840,23187,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,Black Coffee Men Black Striped Shirt,,,0,0
24841,24841,13520,Women,Apparel,Topwear,Sweaters,Purple,Fall,2011.0,Casual,Jealous 21 Women Solid Purple Sweaters,,,1,0
24842,24842,2177,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Probase Men Purple & Blue T-shirt,,,0,0
24843,24843,22267,Women,Footwear,Shoes,Heels,Beige,Winter,2012.0,Casual,Inc. 5 Women Casual Beige Wedges,,,1,4
24844,24844,3899,Girls,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Disney Kids Girl's Pooh And Tree White Kidswear,,,3,0
24845,24845,51795,Women,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Bwitch Women Black Briefs,,,1,5
24846,24846,16052,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Highlander Men Stripes White Shirt,,,0,0
24847,24847,19826,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Yellow Shirt,,,0,0
24848,24848,7405,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men Grey Casual Shoes,,,0,4
24849,24849,34302,Women,Apparel,Saree,Sarees,Green,Summer,2012.0,Ethnic,Fabindia Women H& Printed Green Silk Sari,,,1,3
24850,24850,17180,Men,Apparel,Topwear,Shirts,Pink,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Pink Shirt,,,0,0
24851,24851,37587,Girls,Apparel,Innerwear,Innerwear Vests,Green,Summer,2012.0,Casual,Madagascar3 Girls Green Innerwear Vest,,,3,5
24852,24852,5352,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Kalenji Dt. Newfeel Strap Black 09,,,0,4
24853,24853,36455,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Spinn Men Techno White Sports Shoes,,,0,4
24854,24854,52110,Women,Apparel,Topwear,Kurtas,Sea Green,Summer,2012.0,Ethnic,Myntra Women Sea Green Printed Kurta,,,1,0
24855,24855,44849,Unisex,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Puma Unisex Black Ducati Logo Cap,,,4,6
24856,24856,24190,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Converse Unisex Chuck Taylor White Casual Shoes,,,4,4
24857,24857,11277,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2011.0,Sports,Nike Men Crickt Blue Track Pants,,,0,1
24858,24858,25042,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Women Sphere Black T-shirt,,,1,0
24859,24859,27188,Men,Apparel,Topwear,Tshirts,Brown,Summer,2012.0,Casual,Mark Taylor Men Printed Brown T-shirt,,,0,0
24860,24860,18755,Women,Apparel,Dress,Dresses,Blue,Fall,2011.0,Casual,Arrow Woman Kaya Blue Dress,,,1,2
24861,24861,19687,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Grey Washed Shorts,,,0,1
24862,24862,3638,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Fila Men's Cameo White Shoe,,,0,4
24863,24863,30903,Women,Apparel,Bottomwear,Salwar,White,Summer,2012.0,Ethnic,Fabindia Women White Salwar,,,1,1
24864,24864,7298,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Free Authority Men's Disc Jokey Black T-shirt,,,0,0
24865,24865,26866,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jealous 21 Women Printed White T-shirt,,,1,0
24866,24866,29012,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,ADIDAS Men Panel Polo Red T-shirt,,,0,0
24867,24867,59365,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012.0,Ethnic,Vishudh Women Orange Printed  Kurta,,,1,0
24868,24868,15876,Unisex,Footwear,Flip Flops,Flip Flops,Red,Fall,2011.0,Casual,Warner Bros Kids Unisex TJ Beach Slipper Red Slippers,,,4,8
24869,24869,39280,Men,Footwear,Shoes,Casual Shoes,Tan,Summer,2018.0,Casual,Red Chief Men Tan Casual Shoes,,,0,4
24870,24870,56923,Women,Footwear,Shoes,Heels,Orange,Winter,2012.0,Casual,HM Women Orange Flats,,,1,4
24871,24871,41994,Boys,Apparel,Bottomwear,Shorts,White,Summer,2012.0,Casual,Gini and Jony Boys Boxer White Shorts,,,2,1
24872,24872,15278,Men,Accessories,Socks,Socks,White,Fall,2011.0,Sports,Nike Men Sports White Socks,,,0,7
24873,24873,6944,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Tantra Men's Tribal Blast Green T-shirt,,,0,0
24874,24874,18567,Men,Footwear,Shoes,Sports Shoes,Yellow,Fall,2011.0,Sports,Puma Men Faas 300 Yellow Sports Shoes,,,0,4
24875,24875,9130,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Puma Men Osu NM Grey Casual Shoes,,,0,4
24876,24876,7896,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Proline Men Blue Shorts,,,0,1
24877,24877,26268,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Proline Men Purple Polo T-Shirt,,,0,0
24878,24878,6178,Men,Footwear,Flip Flops,Flip Flops,White,Summer,2011.0,Casual,ADIDAS Men's Lucent Print White Flip Flop,,,0,8
24879,24879,29220,Men,Accessories,Socks,Socks,White,Summer,2012.0,Sports,FILA Men Pack of 2 Socks,,,0,7
24880,24880,12861,Men,Footwear,Shoes,Formal Shoes,Black,Spring,2012.0,Formal,Lee Cooper Men Formal Black Shoes,,,0,4
24881,24881,53009,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,,,1,3
24882,24882,5399,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Artengo Artengo 633d Man,,,0,4
24883,24883,32802,Women,Footwear,Flip Flops,Flip Flops,Black,Winter,2012.0,Casual,iPanema Women Neo Black Flip Flops,,,1,8
24884,24884,53835,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Vishudh Women Blue Printed Kurta,,,1,0
24885,24885,38504,Girls,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Navy Blue Skirts,,,3,1
24886,24886,44882,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2012.0,Casual,Puma Men Navy Blue Track Pants,,,0,1
24887,24887,8486,Women,Apparel,Dress,Dresses,Blue,Fall,2011.0,Casual,Forever New Women Butterbean Blue Dress,,,1,2
24888,24888,42349,Women,Apparel,Bottomwear,Leggings,Red,Summer,2012.0,Casual,Flying Machine Women Red Leggings,,,1,1
24889,24889,12439,Unisex,Accessories,Headwear,Hat,Red,Fall,2011.0,Casual,Timberland Unisex Casual Red Skull Caps,,,4,6
24890,24890,17977,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Men Wirko Black Sports Shoe,,,0,4
24891,24891,30769,Men,Apparel,Topwear,Kurtas,Mustard,Summer,2012.0,Ethnic,Fabindia Men Mustard Matka Silk Kurta,,,0,0
24892,24892,9554,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Nike Men As Sport Mascot Blue T-Shirts,,,0,0
24893,24893,3852,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Disney Kids Girl's Pink Daisy Kidswear,,,3,0
24894,24894,2980,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,Puma Men's Tee2 White T-shirt,,,0,0
24895,24895,35815,Women,Footwear,Shoes,Heels,White,Summer,2012.0,Casual,Enroute Women White Heels,,,1,4
24896,24896,49593,Women,Footwear,Shoes,Heels,White,Winter,2015.0,Ethnic,Catwalk Women White Beaded Flats,,,1,4
24897,24897,23970,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Peter England Men Green Casual T-shirt,,,0,0
24898,24898,48441,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White Printed T-shirt,,,0,0
24899,24899,9766,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Puma Men Black Solid Sports T-shirt,,,0,0
24900,24900,59701,Women,Apparel,Innerwear,Briefs,Blue,Summer,2014.0,Casual,Avirate Women Blue Brief,,,1,5
24901,24901,4079,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Inkfruit Men's Operation Holocaust Red T-shirt,,,0,0
24902,24902,24369,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Folklore Women Maroon Embroidered Kurta,,,1,0
24903,24903,4845,Women,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Sher Singh Women's Red Polo T-shirt,,,1,0
24904,24904,24993,Girls,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Casual,United Colors of Benetton Kids Girls Navy Blue Shorts,,,3,1
24905,24905,25841,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Diva Women Brown Kurta,,,1,0
24906,24906,33118,Women,Footwear,Shoes,Heels,Bronze,Winter,2015.0,Casual,Catwalk Women Bronze Peep Toes,,,1,4
24907,24907,44876,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Sports,Puma Men White T-shirt,,,0,0
24908,24908,11248,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,2011.0,Formal,Indigo Nation Men Solid Khaki Trousers,,,0,1
24909,24909,52913,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Women Multi Coloured Sari,,,1,3
24910,24910,8472,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers For Her Women Wow Woven Navy Blue Tops,,,1,0
